Title,"Identifier - fales_io_print000001, bobst_io_print000002 or similar (don't duplicate numbers)",Handle,TypeOfResource,Creator,Contributor,Subject,Tags,Genre,Date,Date Type,Publisher,Publisher Location,Language,Geographic Location,Description
Circolo ufficiali a riposo ed in congedo,fales_io_card000635,http://hdl.handle.net/2333.1/4tmpg77z,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,Lit. Doyen,"Torino, Italy",ita,,
Anch'io per la tua bandiera,fales_io_card000636,http://hdl.handle.net/2333.1/12jm66rw,still image,,,Italy--Colonies--Africa,Askari (Eritrean),Postcards,,,Lit. Doyen,"Torino, Italy",ita,,"Eritrean Askari with an Italian soldier. Title translates ""I, too, for your flag."" Includes writing."
Massaua - la nuova palazzina del Comando,fales_io_card000637,http://hdl.handle.net/2333.1/wdbrv43n,still image,,,Italy--Colonies--Africa/Eritrea -- Massawa,"Massawa, Eritrea",Postcards,,,Patriottica Editoriale,,ita,"Massawa, Eritrea","Picture of an Italian command post in Massawa, Eritrea."
Le sorgenti di Tata,fales_io_card000638,http://hdl.handle.net/2333.1/rn8pk3mj,still image,,,Italy--Colonies--Africa/Eritrea -- Tata,"Tata, Eritrea",Postcards,,,Patriottica Editoriale,,ita,"Tata, Eritrea","Italian soldiers and Askari at a stream in Tata, Eritrea."
Massaua - I cannoni a tiro rapido della Regio Marina,fales_io_card000639,http://hdl.handle.net/2333.1/mw6m934n,still image,,,Italy--Colonies--Africa/Eritrea -- Massawa,"Massawa, Eritrea",Postcards,,,Patriottica Editoriale,,ita,"Massawa, Eritrea","Italian cannons firing at Massawa. Tiitle translates as ""Massawa - The rapid-fire cannons of the Royal Navy."""
"
Armamenti. Ecco l'arma piu opportuna",fales_io_card000640,http://hdl.handle.net/2333.1/h44j12mb,still image,,,Italy--Colonies--Africa,Italian colonialism/Racial stereotypes,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"Cartoon of Italian soldier using chemical weapons on Africans. Tilte translates as: ""Weapons, here is the most appropriate."""
Fotografia ricordo dell'africa oriental,fales_io_card000641,http://hdl.handle.net/2333.1/cc2fr22t,still image,,,Italy--Colonies--Africa,Italian colonialism/Racial stereotypes,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"Cartoon of an Italian soldier having his picture taken with his foor onan African. Title translates as ""Photographic reminder of East Africa."""
Gelsomini di Macalle,fales_io_card000642,http://hdl.handle.net/2333.1/7m0cg1h7,still image,"D'ercoli, Manlio",,Italy--Colonies--Africa,"African women/Makale, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Makale, Ethiopia",Portrait of a bare-breasted African woman.
Fiori d'arancio dell'harrar,fales_io_card000643,http://hdl.handle.net/2333.1/3tx96118,still image,"D'ercoli, Manlio",,Italy--Colonies--Africa,"African women/Harar, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Harar, Ethiopia",Portrait of an African woman carrying flowers on her head.
Gigli del lago Tana,fales_io_card000644,http://hdl.handle.net/2333.1/05qftx6g,still image,"D'ercoli, Manlio",,Italy--Colonies--Africa,"African women/Lake Tana, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Lake Tana, Ethiopia",Portrait of an African woman with lillies in her hair.
Convolvoli di Axum,fales_io_card000645,http://hdl.handle.net/2333.1/vdncjwwk,still image,"D'ercoli, Manlio",,Italy--Colonies--Africa,"African women/Axum, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Axum, Ethiopia",Portrait of an African woman with morning glories.
Rose di Gondar,fales_io_card000646,http://hdl.handle.net/2333.1/qnk98wfx,still image,"D'ercoli, Manlio",,Italy--Colonies--Africa,"African women/Gondar, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Gondar, Ethiopia",Portrait of an African woman with roses.
Come si e venuta formando l'etiopia,fales_io_card000647,http://hdl.handle.net/2333.1/kwh70vwb,still image,,,Italy--Colonies--Africa/Ethiopia,Ethiopia/maps,Postcards,,,Il Mondo Geografico,"Milan, Italy",ita,Ethiopia,Map of colonized Ethiopia.
La Conquista Dell'Eritrea,fales_io_card000648,http://hdl.handle.net/2333.1/g4f4qvbv,still image,,,Italy--Colonies--Africa/Eritrea,Eritrea/maps,Postcards,,,Il Mondo Geografico,"Milan, Italy",ita,Eritrea,Map of the conquest of Eritrea.
"83rd Reggimento Fanteria Divisionale ""Venezia""",fales_io_card000649,http://hdl.handle.net/2333.1/bcc2fts8,still image,,,"Italy--Colonies--Africa/Italy, Venice","Italian military (83rd infantry division)/Venice, Italy",Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the 83rd infantry division.
"60th Reggimento Fanteria ""Calabria""",fales_io_card000650,http://hdl.handle.net/2333.1/6m905t9c,still image,,,"Italy--Colonies--Africa/Italy, Calabria","Italian military (60th infantry regiment)/Calabria, Italy",Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the 60th infantry regement.
Sempre avanti ad ogni Costo,fales_io_card000651,http://hdl.handle.net/2333.1/2z34tqhz,still image,,,Italy--Colonies--Africa,Italian military (74th infantry regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,"Honors the 74th infantry regiment. List of battles. Includes postmark, stamp, and address."
5a Divisione,fales_io_card000652,http://hdl.handle.net/2333.1/z612jq69,still image,"Tafuri, Pittore",,Italy--Colonies--Africa,Italian military (5th division),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the 5th division.
I granatieri di sardegna in A.O.,fales_io_card000653,http://hdl.handle.net/2333.1/tdz08ppw,still image,"Tafuri, Pittore",,Italy--Colonies--Africa,Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Italian grenadiers charging into battle.
6a Divisione,fales_io_card000654,http://hdl.handle.net/2333.1/pnvx0p5n,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military (6th division),Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Italian soldiers in battle.
Siamo i piu lesti a transformarci in Croce,fales_io_card000655,http://hdl.handle.net/2333.1/jwstqnmx,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Italian soldier waving comrades into battle.
Avanti e la vita,fales_io_card000656,http://hdl.handle.net/2333.1/f4qrfn2k,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military/religion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Italian soldiers digging fortificatins as an angel leads them on.
Omnia ferventer pro patria,fales_io_card000657,http://hdl.handle.net/2333.1/9cnp5mkg,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Italian soldiers heading into battle.
La messa al campo in Africa Orientale,fales_io_card000658,http://hdl.handle.net/2333.1/5qftths2,still image,"D'ercoli, Manlio",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military/religion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Priest conducts mass at an Italian military camp.
"Fior de giaggiolo, chi dice che alla RAF mancheno l'ale nun conosce la forza de 'sto volo.",fales_io_card000659,http://hdl.handle.net/2333.1/1zcrjhbd,still image,,,,Italian military,Postcards,,,Capriotti,"Rome, Italy",ita,,Italian soldier kicking the RAF.
Addis Abeba,fales_io_card000660,http://hdl.handle.net/2333.1/x69p8h0h,still image,,,"Italy--Colonies--Africa/Ethiopia, Adis Adaba",Italian colonialism,Postcards,,,Vaccari,"Rome, Italy",ita,"Adis Ababa, Ethiopia","Drawing of the Bank of Rome in Adis Ababa, Ethiopia."
Dessie,fales_io_card000661,http://hdl.handle.net/2333.1/sf7m0gdp,still image,,,"Italy--Colonies--Africa/Ethiopia, Dessie",Italian colonialism,Postcards,,,Staderini,"Rome, Italy",ita,"Dessie, Ethiopia","Drawing of the Bank of Rome in Dessie, Ethiopia."
La prodiglosa scalata notturna dell'Amba Uork che ha dato inizio all'azlone nel Tembien,fales_io_card000662,http://hdl.handle.net/2333.1/np5hqfvz,still image,,,"Italo-Ethiopian War, 1935-1936",Italian colonialism,Postcards,,,Casa Editrice Scledense,"Schio, Italy",ita,Eritrea,Italian soldiers scale an Eritrean mountain.
Lo sclumbasci bangasino Sayed Bufta,fales_io_card000663,http://hdl.handle.net/2333.1/hx3fff9k,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912/Bufta, Sayed",Italian military/Askari,Postcards,,,Casa Editrice Scledense,"Schio, Italy",ita,,"Sayed Bufta, an Ascaro, in battle."
VI Gruppo Battaglioni,fales_io_card000664,http://hdl.handle.net/2333.1/d51c5dth,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian colonialism/Italian military (6th Battalion),Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Italian soldier in battle.
Untitiled,fales_io_card000665,http://hdl.handle.net/2333.1/8gthtb2g,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936","Italian military/Berbera, Somalia, Aden, Yemen",Postcards,,,Capriotti,"Rome, Italy",ita,"Berbera, Somalia","Italian soldier looks at a map with the Italian flag planted over Berbera, Somalia."
Mea arma hostibus monitus ac metus,fales_io_card000666,http://hdl.handle.net/2333.1/4qrfj9kc,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military/religion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Italian artillery soldier in the field with an image of the Virgin Mary above him.
Givstizia per l'italia in africa,fales_io_card000667,http://hdl.handle.net/2333.1/0zpc8927,still image,,,Italy--Colonies--Africa,Italian colonialism,Postcards,,,IGAP,"Rome, Italy",ita,,Mock postcard to U.S. President Harry Truman demanding part of Africa for Italy.
VI Gruppo Battaglioni,fales_io_card000668,http://hdl.handle.net/2333.1/w6m908pw,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936/Ethiopia, Amba Alagi",Italian colonialism/Italian military (6th Battalion),Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Amba Alagi, Ethiopia","Italian soldiers on a cliff charging into battle on Amba Alagi, Ethiopia."
2a Divisione,fales_io_card000669,http://hdl.handle.net/2333.1/rfj6q84c,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military (2nd Division)/religion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Eritrea,Priest giving last rites to a fallen Italian soldier in Eritrea.
Untitled,fales_io_card000670,http://hdl.handle.net/2333.1/mpg4f7ks,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military (3rd regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Members of the 3rd regiment of the Italian army ascending a hill into battle.
Colonna Agostini,fales_io_card000671,http://hdl.handle.net/2333.1/gxd2573w,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936/Agostini, Agusto",Italian military (Agostini Column),Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Member of the Agostini Column of the Italian army killing an Ethiopian soldier in hand-to-hand combat.
Madonnina del Tembien,fales_io_card000672,http://hdl.handle.net/2333.1/c866t4br,still image,,,Italy--Colonies--Africa,religion,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,"Sculpture of the Madonna in Tembien, Ethiopia."
Com Truppe del Governo del Harar,fales_io_card000673,http://hdl.handle.net/2333.1/7h44j3vn,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936","Askari/Harar, Ethiopia",Postcards,,,,,ita,"Harar, Ethiopia","Honors the Askari troops of Harar, Ethiopia. drawings of an Italian officer surrounded by Askari."
Dominica del Corriere,fales_io_card000674,http://hdl.handle.net/2333.1/3r2283bh,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,Luigi Granata,,ita,,Italian soldiers in battle with Libyans.
Sirte La Madonnina,fales_io_card000675,http://hdl.handle.net/2333.1/000002rq,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military/religion,Postcards,,,Eliografia Italiana,"Schio, Italy",ita,,Italian soldiers praying to a shrine of the Virgin Mary.
Untitled,fales_io_card000676,http://hdl.handle.net/2333.1/v6wwq2c7,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Askari (Sudanese),Postcards,,,F. Duval,"Milan, Italy",ita,,English and African soldiers surrendering to Italian soldiers and Askari. Includes address.
Rodolfo Graziano,fales_io_card000677,http://hdl.handle.net/2333.1/qfttf1vw,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936|Graziano, Rodolfo",Italian military,Postcards,,,Alterocca,"Terni, Italy",ita,,Portrait of Italian military commander Rodolfo Graziano.
Milizai Eroica,fales_io_card000678,http://hdl.handle.net/2333.1/kprr51c0,still image,,,"Italy--Colonies--Africa|Libya, Bani Walid",Italian military,Postcards,,,F. Duval,"Milan, Italy",ita,"Bani Walid, Libya","Italian soldiers and Askari chargiing into battle at Bani Walid, Libya."
Untitled,fales_io_card000679,http://hdl.handle.net/2333.1/g1jwsxkf,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian miitary,Postcards,,,,"Milan, Italy",ita,Ethiopia,Commerative card issued in honor of the Italian campaigns in Ethiopia.
3rd Reggimento Fanteria,fales_io_card000680,http://hdl.handle.net/2333.1/b8gthx3j,still image,,,Italy--Colonies--Africa,Italian military (3rd infantry regiment (Piemonte),Postcards,,,V.E Boeri,"Rome, Italy",ita,,Honors the 3rd infantry regiment (Piemonte).
XXIII Battaglione Indigeni,fales_io_card000681,http://hdl.handle.net/2333.1/6hdr7wk6,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military (23rd Indigenous Battalion)|Askari,Postcards,,,V.E Boeri,"Rome, Italy",ita,Ethiopia,Honors the 23rd Askari Battalion. List of battles fought.
"XVII Battaglione Coloniale ""Nebri""",fales_io_card000682,http://hdl.handle.net/2333.1/2rbnzw1p,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936","Italian military (17th Colonial Battalion ""Nebri"")/Askari",Postcards,,,V.E Boeri,"Rome, Italy",ita,.,"Honors the 17th Colonial battalion ""Nebri"""
Africa Orientale,fales_io_card000683,http://hdl.handle.net/2333.1/z08kpvnb,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian colonialism|family,Postcards,,,Lantermo &Saronne,"Milan, Italy",ita,,A mother shows her daughter on a map where her father is serving in East Africa.
Untitled,fales_io_card000684,http://hdl.handle.net/2333.1/t76hdv46,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936|Ethiopia, Taga",Italian military (4th Division)|Battle of Taga ,Postcards,,,V.E Boeri,"Rome, Italy",ita,"Taga, Ethiopia",Wounded Italian soldier fighting in the Battle of Taga in Ethiopia.
2nd Division,fales_io_card000685,http://hdl.handle.net/2333.1/pg4f4tn3,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936||Uork Mountain",Italian military (2nd division|Battle of Uork Mountain,Postcards,,,V.E Boeri,"Rome, Italy",ita,"Uork Mountain, Ethiopia",Italian soldiers scaling a ridge at the Battle of Uork Mountain in Ethiopia.
Arma Aeronautica,fales_io_card000686,http://hdl.handle.net/2333.1/jsxksqvm,still image,,,Italy--Colonies--Africa,Italian military|airplanes,Postcards,,,V.E Boeri,"Rome, Italy",ita,,Italian military airplane flying over the desert in Africa. Quote from Mussolini on back.
Associazione Nazionale Arma del Genio,fales_io_card000687,http://hdl.handle.net/2333.1/f1vhhqcr,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian miitary,Postcards,,,Gros Monti,"Torino, Italy",ita,,Portrait of an Italian soldier holding a shovel.
Non conosco ostacoli,fales_io_card000688,http://hdl.handle.net/2333.1/98sf7pvd,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military (76th colonial battalion)|Askari,Postcards,,,V.E Boeri,"Rome, Italy",ita,Ethiopia,"Three Askari charging into the battle with the battalion flag. Title translates as: ""I know no obstacles."""
Untitled,fales_io_card000689,http://hdl.handle.net/2333.1/5hqbzp9w,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military|Askari (Somali),Postcards,,,V.E Boeri,"Rome, Italy",ita,,"Somali ""dubat"" in battle."
Untitled,fales_io_card000690,http://hdl.handle.net/2333.1/1rn8pnr9,still image,,,"Italy--Colonies--Africa|Mussolini, Benito",Italian military,Postcards,,,V.E Boeri,"Rome, Italy",ita,,Mussolini being saluted by Italian troops.
1st Reggimento Fanteria Carrista,fales_io_card000691,http://hdl.handle.net/2333.1/x0k6dnfn,still image,,,"Italy--Colonies--Africa/Italo-Ethiopian War, 1935-1936",Italian military (1st infantry regiment),Postcards,,,,,ita,,Italian tanks.
59th Reggimento Fanteria Calabria,fales_io_card000692,http://hdl.handle.net/2333.1/s7h44mzj,still image,,,Italy--Colonies--Africa,Italian military (59th infantary regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the 59th infantry regiemnt.
Vsioni d'oltremare,fales_io_card000693,http://hdl.handle.net/2333.1/nk98sj43,still image,,,Italy--Colonies--Africa,Italian colonialism|religion,Postcards,,,Fratelli-Bonetti,"Milan, Italy",ita,,A nun and priest assist African children.
Untitled,fales_io_card000694,http://hdl.handle.net/2333.1/ht76hhn0,still image,,,Italy--Colonies--Africa,Italian colonialism,Postcards,,,Columbi,"Genoa, Italy",ita,,Africans waving flags.
